decade,name,born,municipality,district,chamber
1951,"Eliasson, Rolf Anders Elias",1912,Moholm,Skaraborgs län,ak
1951,"Elmgren, Bengt Folke",1901,Norrköping,Östergötlands län,fk
1951,"Elmwall, Bror Emil",1900,,Södermanlands län,ak
1951,"Elofsson, Gustaf Sanfrid",1897,Södergård,Blekinge län och Kristianstads län,fk
1951,"Engkvist, Johan Gunnar Vilhelm",1906,,Kristianstads län,ak
1951,"Englund, Erik Wilhelm",1889,Stockholm,,fk
1951,"Engström, Herman",1882,,Gotlands län,ak
1951,"Ericson, Johan Eric",1888,Karlskoga,Örebro län,fk
1951,"Ericsson, Evald",1883,Sörsjön,Kopparbergs län,ak
1951,"Ericsson, Hildur Kristina",1892,Luleå,Norrbottens län,ak
1951,"Ericsson, John August",1907,Kinna,Skaraborgs län,ak
1951,"Ericsson, Sven Gunnar Erik",1906,Näs,,ak
1951,"Eriksson, Carl Edmund",1881,Ljusdal,Gävleborgs län,fk
1951,"Eriksson, Elin Sofia",1886,Hallstahammar,Västmanlands län,ak
1951,"Eriksson, Eskil Fredrik Wilhelm",1900,Sandby,Stockholms län,ak
1951,"Eriksson, Etty Daily Junis",1897,Ängelholm,Kristianstads län,ak
1951,"Eriksson, Joel Einar",1905,Uppsala,Stockholms län och Uppsala län,fk
1951,"Eriksson, John Erik",1915,Bäckmora,Gävleborgs län,ak
1951,"Eriksson, Nancy Margareta",1907,Stockholm,,ak
1951,"Erlander, Tage Fritiof",1901,,,ak
1951,"Eskilsson, Carl Eskil",1906,,Östergötlands län,fk
1951,"Ewerlöf, Elsa Helga Emelie",1887,Stockholm,,ak
1951,"Ewerlöf, Knut Gerhard",1890,Stockholm,,fk
1951,"Fagerholm, Per Hjalmar",1914,Stockholm,,ak
1951,"Fagerlund, Bengt Oskar Hakon",1914,Kosta,Kronobergs län,ak
1951,"Fagerström, Lars Elis",1910,,,fk
1951,"Fahlander, Gustaf Ragnar",1892,Eskilstuna,Södermanlands län och Västmanlands län,fk
1951,"Forsberg, Anders Oskar Birger",1914,Nässjö,Jönköpings län,ak
1951,"Forsberg, Oskar Martin Isidor",1887,,Jönköpings län,ak
1951,"Forslund, Johannes Albert",1881,Motala,Östergötlands län,ak
1951,"Franzon, Fritz Laur",1890,Norrtälje,Stockholms län och Uppsala län,fk
1951,"Fredriksson, Karl Torsten",1910,Grängesberg,Kopparbergs län,ak
1951,"Friesen, Otto Bertil",1901,,,ak
1951,"Fröderberg, Gottfrid",1887,,Gävleborgs län,ak
1951,"Fröding, Nils Gustaf Olof",1904,Sundsvall,Västernorrlands län,ak
1951,"Fälldin, Nils Olof Thorbjörn",1926,,Västernorrlands län,ak
1951,"Gansmoe, Hans Gustav Ove",1917,Stockholm,,ak
1951,"Gavelin, Johan Olof",1888,Gällivare,Norrbottens län,ak
1951,"Geijer, Karl Arne",1910,,Stockholms län och Uppsala län,fk
1951,"Geijerstam, Sven Olof",1913,,,
1951,"Gezelius, Lars Edvald Birger",1894,Falun,Kopparbergs län,ak
1951,"Gillström, Anselm Konrad",1899,Sundsvall,Västernorrlands län och Jämtlands län,fk
1951,"Gjöres, Axel",1889,,Kronobergs län och Hallands län,fk
1951,"Grebäck, Erik Hugo",1905,,Stockholms län,ak
1951,"Grym, Jakob Ferdinand",1898,,Västerbottens län och Norrbottens län,fk
1951,"Gränebo, Carl Petrus Valdemar",1881,,Kalmar län och Gotlands län,fk
1951,"Grönkvist, Allan Karl",1910,,Värmlands län,fk
1951,"Gunnarsson, Olof Algot",1888,,Jämtlands län,ak
1951,"Gustafson, Karl Hjalmar",1893,Dädesjö,Kronobergs län,ak
1951,"Gustafson, Sven Harry",1911,Göteborg,,ak
1951,"Gustafsson, Frans Edvin",1888,Bogla,Jönköpings län,ak
1951,"Gustafsson, Gustaf Einar",1914,Kårby,Östergötlands län,ak
1951,"Gustafsson, Gustaf Henning",1900,Skellefteå,Västerbottens län,ak
1951,"Gustafsson, Hans Lennart",1912,,,ak
1951,"Gustafsson, Johan Axel Teofil",1900,Borås,Älvsborgs län,ak
1951,"Gustafsson, Martin Gunnar",1912,Uddevalla,Göteborgs och Bohus län,ak
1951,"Gustafsson, Nils Eric",1922,Byske,Västerbottens län och Norrbottens län,fk
1951,"Gustafsson, Bengt Theodor",1925,Eskilstuna,Södermanlands län och Västmanlands län,fk
1951,"Gustafsson, Karl Rune",1920,Alvesta,Kronobergs län,ak
1951,"Gärde, Widemar",1912,Stockholm,,ak
1951,"Göransson, Hardy Paul",1894,Stockholm,Blekinge län och Kristianstads län,fk
1951,"Hagberg, Erik Rudolf",1891,Malmö,,ak
1951,"Hagberg, Karl Hilding",1899,Luleå,Norrbottens län,ak
1951,"Haglund, Folke Anders",1910,Gävle,Gävleborgs län,ak
1951,"Hagnell, Hans",1919,,,ak
1951,"Hagard, Seth Anders Alrik",1888,Borås,Älvsborgs län,ak
1951,"Hall, David Emanuel",1898,Västerås,Västmanlands län,ak
1951,"Hallagard, Gustav Albert",1887,Hallagården,Skaraborgs län,fk
1951,"Hallberg, Gustav Arvid",1884,Falun,Kopparbergs län,ak
1951,"Hallen, Harald Martin",1884,Arvika,Värmlands län,ak
1951,"Hageby, Hugo Johan Fredrik-Adolf",1919,,Örebro län,ak
1951,"Hammar, Anders Olof",1895,,Kopparbergs län,ak
1951,"Hammarskjöld, Dag Hjalmar Agne",1905,Stockholm,,
1951,"Hammarsten, Erik Martin",1927,,Norrbottens län,ak
1951,"Hamrin, Mac Teodor Pennycoock",1910,Kalmar,Kalmar län,ak
1951,"Hamrin, Rickard Yngve",1907,Jönköping,Jönköpings län,ak
1951,"Hamrin-Thorell, Ruth Lizzie",1903,Uppsala,Stockholms län och Uppsala län,fk
1951,"Hansson, Gustaf Harry",1894,Göteborg,,fk
1951,"Hansson, Karl Emil",1879,Skediga,Uppsala län,ak
1951,"Hansson, Nils Birger",1900,Ronneby,Blekinge län och Kristianstads län,fk
1951,"Hansson, Nils Gunnar",1902,Skegrie,Malmöhus län,ak
1951,"Hansson, Per-Olof",1918,,,fk
1951,"Hansson, Stig Folke",1913,Önnarp,Malmöhus län,ak
1951,"Heckscher, Gunnar Edvard",1909,Stockholm,,ak
1951,"Hedblom, Staffan Björn Anders",1924,,,fk
1951,"Hedenby, Erik Rudolf",1903,,Malmöhus län,fk
1951,"Hedin, Carl Erik",1919,Nyköping,Södermanlands län,ak
1951,"Hedlund, Gunnar",1900,Rådom,Västernorrlands län,ak
1951,"Hedlund, Verner Vilhelm",1883,Östersund,Jämtlands län,ak
1951,"Hedqvist, Anders Sven",1903,,Stockholms län,ak
1951,"Heiding, Gustaf Arthur",1883,,Kalmar län och Gotlands län,fk
1951,"Hedström, Ture Uno Vilhelm",1915,,Västerbottens län och Norrbottens län,fk
1951,"Heland, Karl Erik Hjalmar",1894,Karlskrona,Stockholms län,ak
1951,"Hellbacken, Gustaf Kristoffer",1885,,Kopparbergs län,ak
1951,"Hellebladh, Johan Arvid",1902,,Kalmar län och Gotlands län,fk
1951,"Hellström, Ruth",1903,Härnösand,Västernorrlands län,ak
1951,"Henningson, Fred",1918,Visby,Gotlands län,ak
1951,"Henningsson, Helge Einar Georg",1907,Hälsingborg,,ak
1951,"Henriksson, Sture Hartig",1917,,,ak
1951,"Herlitz, Nils",1888,,Stockholms och Uppsala län,fk
1951,"Hermansson, Herbert Eugen",1906,,Göteborgs och Bohus län,fk
1951,"Hermansson, Johan Albert",1885,Norrköping,Östergötlands län,fk
1951,"Hermansson, Rune",1917,Sundsvall,,
1951,"Hesselbom, Knut Eugen",1905,Åmål,Älvsborgs län,fk
1951,"Heuman, Gustaf Emanuel",1892,Jönköping,Jönköpings län,fk
1951,"Hjalmarson, Jarl Harald",1904,Lidingö,Stockholms län,ak
1951,"Holm, Gustav Engelbert",1883,,Kalmar län,ak
1951,"Holmberg, Hulda Elvira",1905,,Västmanlands län,ak
1951,"Holmberg, Jonas Helmer",1901,Luleå,Norrbottens län,ak
1951,"Holmbäck, Åke Ernst Vilhelm",1889,Uppsala,Jönköpings län,fk
1951,"Holmqvist, Eric Bertil",1917,Malmö,Malmöhus län,fk
1951,"Holmqvist, Anna Mary Sylvia",1919,Svalöv,Malmöhus län,ak
1951,"Holmström, Britta",1911,Linköping,Östergötlands län,ak
1951,"Hoppe, Ernst Carl",1887,Motala,Östergötlands län,ak
1951,"Humla, Hildur Amalia Maria",1889,,Värmlands län,ak
1951,"Huss, Ragnar Helmer",1887,Malmö,Malmöhus län,ak
1951,"Hastad, Elis Wilhelm",1900,Stockholm,,ak
1951,"Häckner, Klas Jonas Yngve",1895,,Stockholms län,ak
1951,"Hzeggblom, Erik Einar",1893,,Kalmar län,ak
1951,"Hällgren, Elof Wendel",1887,,Blekinge län och Kristianstads län,fk
1951,"Höjer, Gerda",1893,Stockholm,Skaraborgs län,ak
1951,"Jacobson, Uddo Rudolv",1880,Vilhelmina,Västerbottens län,ak
1951,"Jacobsson, Erik Edvin",1893,Igelsbo,Uppsala län,ak
1951,"Jacobsson, Ernst Axel Emanuel",1897,Sala,Västmanlands län,ak
1951,"Jacobsson, Per",1900,,Västerbottens län och Norrbottens län,fk
1951,"Jansson, Axel Erik",1910,Solna,Stockholms län och Uppsala län,fk
1951,"Jansson, Axel Filip",1889,Hällefors,Örebro län,ak
1951,"Jansson, Bengt Fridolf",1904,Benestad,Kronobergs län,ak
1951,"Jansson, Bror Ivar",1894,Kalix,Norrbottens län,ak
1951,"Jansson, Robert Leander",1889,Aspeboda,Kopparbergs län,ak
1951,"Johannesson, Ewald",1909,,,fk
1951,"Johanson, Eric William",1905,Västervik,Kalmar län,ak
1951,"Johanson, Karl August",1881,Vännäs,Västerbottens län och Norrbottens län,fk
1951,"Johansson, Anders Emil",1891,Borås,Älvsborgs län,fk
1951,"Johansson, Carl Edvin",1900,Torp,Göteborgs och Bohus län,ak
1951,"Johansson, Carl Ejnar Konstantin",1889,Kalmar,Kalmar län,ak
1951,"Johansson, Carl-Erik",1902,Södertälje,Stockholms län,ak
1951,"Johansson, Elsa Amalia",1888,Norrköping,Östergötlands län,ak
1951,"Johansson, Gustav Robert",1911,Dockered,Älvsborgs län,ak
1951,"Johansson, Johan Fridolf",1894,,Västerbottens län,ak
1951,"Johansson, Johan Gustaf Theodor",1896,,Jönköpings län,fk
1951,"Johansson, Johan Helmer",1895,Norrfors,Västerbottens län,ak
1951,"Johansson, John Harald",1894,Kumla,Örebro län,fk
1951,"Johansson, John Helge",1904,Gränö,Kalmar län,ak
1951,"Johansson, Karl Gustav",1895,Stockholm,,ak
1951,"Johansson, Knut Brynolf Martin",1911,,,fk
1951,"Johansson, Nils Ivar",1899,Mysinge,Östergötlands län,ak
1951,"Johansson, Nils Samuel",1902,,Skaraborgs län,fk
1951,"Jomansson, Nils Rune",1917,Norrköping,Östergötlands län,ak
1951,"Johansson, Olof Konstantin",1897,Öckerö,Göteborgs och Bohus län,ak
1951,"Johansson, Rune Bernhard",1915,Ljungby,Kronobergs län och Hallands län,ak
1951,"Johansson, Tage Nils",1921,Jönköping,Jönköpings län,fk
1951,"Johansson, Valborg Elisabet",1901,Skövde,Skaraborgs län,ak
1951,"Jonasson, John Erik Bertil",1918,,Värmlands län,fk
1951,"Johnsson, Johan Wictor",1894,Stockholm,,ak
1951,"Johnsson, Jöns Harald",1898,Skoglösa,Kristianstads län,ak
1951,"Johnsson, Per Albin",1898,Kastanjegården,Blekinge län,ak
1951,"Jonsson, Carl Arvid Daniel",1886,Skedsbygd,Kalmar län,ak
1951,"Jonsson, John Wiktor",1889,Nybro,Kalmar län och Gotlands län,fk
1951,"Jonsson, Jonas",1892,Fjäle,Gävleborgs län,fk
1951,"Jonsson, Jonas Sigfrid",1910,Alsen,Jämtlands län,ak
1951,"Jonsson, Lars Johan",1892,Haverö,Västerbottens län,ak
1951,"Jäderberg, Anna",1898,Kiruna,Norrbottens län,ak
1951,"Jönsson, Elias Ingemar",1922,Sikås,Jämtlands län,ak
1951,"Jönsson, Folke Gösta",1910,Lund,,ak
1951,"Jönsson, Karl",1895,,Kristianstads län,ak
1951,"Jönsson, Nils Otto",1893,Rossbol,Jämtlands län,ak
1951,"Kaijser, Rolf Gustaf Sylvester",1903,Karlstad,Värmlands län,fk
1951,"Karlsson, Bror Eric",1908,Olofström,Blekinge län,ak
1951,"Karlsson, Bror Erik Arthur",1909,Stuvsta,Stockholms län,ak
1951,"Karlsson, Eva Ottiliana",1897,Hälsingborg,,ak
1951,"Karlsson, Folke Göran",1914,Huskvarna,Jönköpings län,fk
1951,"Karlsson, Karl Fritiof",1892,,Kronobergs län och Hallands län,fk
1951,"Karlsson, Karl Gustaf",1889,Munkedal,Göteborgs och Bohus län,fk
1951,"Karlsson, Oscar Gottfrid",1882,Vadstena,Östergötlands län,fk
1951,"Keijer, Johan Augustinus",1900,Lidingö,Stockholms län,ak
1951,"Kellgren, Nils Emil",1915,Stockholm,,ak
1951,"Kilsmo, Karl Gustaf",1906,,Södermanlands län,ak
1951,"Kjellin, Björn Torsten Martin",1910,Stockholm,,
1951,"Kling, Erik Herman",1913,,,
1951,"Kollberg, Gustaf Napoleon",1891,,,ak
1951,"Kristenson, Erik Valter",1919,Göteborg,,ak
1951,"Kristensson, Astrid Margareta",1917,Stockholm,,ak
1951,"Kristensson, Gustaf Filip Natanael",1898,Osby,Kristianstads län,ak
1951,"Kristiansson, Svante Arne",1907,Örkelljunga,Blekinge län och Kristianstads län,fk
1951,"Kronstrand, Johan Magnus",1897,Rostock,Älvsborgs län,fk
1951,"Krugel, Robert Fabian",1886,,Örebro län,fk
1951,"Kyling, Karl Folke Fritiof",1901,Stockholm,Skaraborgs län,ak
1951,"Källenius, Sten Ivar Rune",1912,Stockholm,,ak
1951,"Källqvist, Eric Vilhelm",1898,Kristinehamn,Värmlands län,fk
1951,"Kärrlander, Edvard Harald",1902,Sollefteå,Västernorrlands län,ak
1951,"Königson, Ture König",1910,Göteborg,,ak
1951,"Lager, Karl Fritiof",1905,,,ak
1951,"Landgren, Axel Herman",1898,Ystad,Malmöhus län,ak
1951,"Lange, Nils Gunnar",1909,Stockholm,Malmöhus län,fk
1951,"Larsson, Bengt Martin",1910,Stockholm,,ak
1951,"Larsson, Erik",1910,Norderön,Jämtlands län,ak
1951,"Larsson, Gunnar Karl Viktor",1908,Luttra,Skaraborgs län,ak
1951,"Larsson, Gustaf Sigfrid",1896,Julita,Södermanlands län,ak
1951,"Larsson, Harald",1913,Hedenäset,Värmlands län,ak
1951,"Larsson, Karl Herbert",1909,Vänersborg,Älvsborgs län,fk
1951,"Larsson, Karl Åke",1910,Karlskoga,Örebro län,fk
1951,"Larsson, Lars Edmund",1921,,Östergötlands län,fk
1951,"Larsson, Lars Torsten",1913,,Malmöhus län,fk
1951,"Larsson, Nils August",1894,Östersund,Jämtlands län,fk
1951,"Larsson, Nils Herbert Teodor",1900,,Kalmar län och Gotlands län,fk
1951,"Larsson, Sigfrid",1894,Svalöv,Malmöhus län,fk
1951,"Larsson, Yngve Gustaf Richard",1881,Stockholm,,ak
1951,"Lassinantti, Isak Ragnvald",1915,Luleå,Norrbottens län,ak
1951,"Leander, Axel",1888,Ystad,Malmöhus län,fk
1951,"Lemne, Mats Herman",1919,Stockholm,,
1951,"Lewen-Eliasson, Anna-Lisa",1912,Huddinge,Stockholms län,ak
1951,"Levin, Hans Samuel",1899,,Malmöhus län,ak
1951,"Lidman-Frostenson, Ulla Ebba Ca-",1910,,Stockholms län,ak
1951,"Lidskog, Carl Ingvar Gustaf",1919,,Stockholms län,ak
1951,"Liljedahl, Edith Virginia",1901,Gävle,Gävleborgs län,ak
1951,"Lindahl, Lars Hjalmar",1894,,Örebro län,ak
1951,"Lindberg, Carl August Emanuel",1891,,,ak
1951,"Lindberg, Marta Sylvia",1912,,Örebro län,ak
1951,"Lindblom, Erik August",1888,Falun,Kopparbergs län,fk
1951,"Lindell, Ingvar Albert",1904,Stockholm,,
1951,"Lindelöw, Karl-Gustav",1920,Gamleby,Kalmar län och Gotlands län,fk
1951,"Lindgren, Justus Hilmer",1896,,Skaraborgs län,fk
1951,"Lindholm, Per Sigurd",1904,Sandviken,Gävleborgs län,ak
1951,"Lindskog, Elsa Ingeborg",1904,Borlänge,Kopparbergs län,ak
1951,"Lindström, Helge Börje",1901,Rossbol,Jämtlands län,ak
1951,"Lindström, Ulla Gunilla",1909,Stockholm,,fk
1951,"Lingman, John",1901,Stockholm,,
1951,"Lodenius, Viktor Gunnar",1892,,Stockholms län och Uppsala län,fk
1951,"Lothigius, Carl-Wilhelm",1919,,Jönköpings län,ak
1951,"Lundberg, John Inge",1905,Uppsala,Uppsala län,ak
1951,"Lundgren, Per Gordon",1890,Umeå,Västerbottens län och Norrbottens län,fk
1951,"Lundkvist, Karl Svante",1919,Eskilstuna,Södermanlands län,ak
1951,"Lundmark, Jonas Gunnar",1907,Lycksele,Västerbottens län,ak
1951,"Lundqvist, Artur Evald",1894,Trollhättan,Älvsborgs län,ak
1951,"Lundqvist, Ragnar",1885,Rotebro,Stockholms län och Uppsala län,fk
1951,"Lundström, Nils Birger",1904,,,fk
1951,"Lundvik, Carl Ulf Vilhelm",1916,,,
1951,"Löfgren, Nils Sigfrid Johannes",1908,Malmö,,ak
1951,"Löfqvist, Thyra Concordia",1905,,Blekinge län,ak
1951,"Löfroth, John Gotthard",1896,Luleå,Norrbottens län,ak
1951,"Magnusson, Anders Tage",1910,,Älvsborgs län,ak
1951,"Magnusson, Erik Otto Bernhard",1900,Tumhult,Kronobergs län,ak
1951,"Magnusson, Nils Bertil",1912,Grebbestad,Göteborgs och Bohus län,fk
1951,"Malmborg, Gustav Emil",1891,,,ak
1951,"Malmborg, Oscar Johan Natanael",1892,Skövde,Skaraborgs län,ak
1951,"Mannerskantz, Axel Fredrik",1897,,Kalmar län och Gotlands län,fk
1951,"Mattson, Lisa",1918,Göteborg,,fk
1951,"Mattsson, Torsten Axel Victor",1915,,Kronobergs län och Hallands län,fk
1951,"Mellqvist, Sven Axel",1912,,Kopparbergs län,ak
1951,"Mogard, Johan Adolf Bertil",1892,,,fk
1951,"Mosesson, Gustav Adolf",1877,Lidingö,Stockholms län,ak
1951,"Mossberg, Hugo Karl Eije",1908,Stockholm,,
1951,"Mossberger, Eric Gustav Valdemar",1905,,Kronobergs län och Hallands län,fk
1951,"Munktell, Axel Henrik",1903,Uppsala,Uppsala län,ak
1951,"Mårtensson, Alvar Georg Gernandt",1909,Ystad,Malmöhus län,fk
1951,"Mårtensson, Johannes Wiktor",1885,Uddevalla,Göteborgs och Bohus län,ak
1951,"Möller, Yngve Algot",1912,Gävle,Gävleborgs län,fk
1951,"Nelander, Eric Malte",1902,Trelleborg,Malmöhus län,ak
1951,"Nerman, Ture",1886,Stockholm,,fk
1951,"Nestrup, Nils Nestor",1894,Halmstad,Kronobergs län och Hallands län,ak
1951,"Nihlfors, Folke Uno",1910,,,ak
1951,"Niklasson, Otto Severin",1894,,Älvsborgs län,fk
1951,"Nilson, Hjalmar Ragnvald",1901,Spånstad,Hallands län,ak
1951,"Nilsson, Alfred",1887,Steneberg,Malmöhus län,ak
1951,"Nilsson, Bror Adam",1888,Borås,Älvsborgs län,fk
1951,"Nilsson, Bror Arvid",1906,Lönsboda,Kristianstads län,ak
1951,"Nilsson, Carl Olof",1896,Göteborg,,ak
1951,"Nilsson, Elis Birger",1915,Östersund,Malmöhus län,ak
1951,"Nilsson, Ernst Hjalmar",1904,Kramfors,Västernorrlands län och Jämtlands län,fk
1951,"Nilsson, Gerda Maria",1914,Gävle,Gävleborgs län,ak
1951,"Nilsson, Gunhild Margareta",1903,Örebro,Örebro län,fk
1951,"Nilsson, Gustaf Gerhard",1895,Gävle,Gävleborgs län,ak
1951,"Nilsson, Gustaf Valdemar",1900,Kristinehamn,Värmlands län,ak
1951,"Nilsson, Gustav Eric",1897,Göingegården,Hallands län,ak
1951,"Nilsson, Hanna Maria",1903,,Kopparbergs län,fk
1951,"Nilsson, Harald Torsten Leonard",1905,Stockholm,,ak
1951,"Nilsson, Henning Ferdinand",1908,Gävle,Gävleborgs län,ak
1951,"Nilsson, Hjalmar",1886,,Malmöhus län,fk
1951,"Nilsson, Jan-Ivar Nathanael",1924,Västerås,Västerbottens län,ak
1951,"Nilsson, Johan",1873,Kristianstad,Blekinge län och Kristianstads län,fk
1951,"Nilsson, Johan Magnus",1891,Varuträsk,Västerbottens län,ak
1951,"Nilsson, Jöns Olof",1905,Bästekille,Kristianstads län,ak
1951,"Nilsson, Karl Johan",1889,Landskrona,,ak
1951,"Nilsson, Nils Yngve",1909,,Blekinge län och Kristianstads län,fk
1951,"Nilsson, Otto Ferdinand",1896,,Stockholms län och Uppsala län,fk
1951,"Nilsson, Patrick",1892,,Kronobergs län och Hallands län,fk
1951,"Nilzon, Karl Ivar",1892,,Östergötlands län,fk
1951,"Nolin, Carl Oscar",1883,,Kronobergs län,ak
1951,"Nord, Josef",1894,,Skaraborgs län,fk
1951,"Nordensson, Harald",1886,Stockholm,,fk
1951,"Nordenstam, Berndt Allan",1904,Stockholm,,
1951,"Nordgren, Hans Per Wilhelm",1908,,Gävleborgs län,ak
1951,"Nordgren, Olivia Louise",1880,Trelleborg,Malmöhus län,ak
1951,"Nordkvist, Nils Sigfrid",1889,Kalmar,Kalmar län,ak
1951,"Nordqvist, Olof Helmer",1896,Karlskoga,Örebro län,ak
1951,"Nordström, Margareta",1907,,,fk
1951,"Nordlander, Mikael Inge Carl-Hen-",1909,Nyadal,Västernorrlands län,ak
1951,"Norling, Anton",1889,Göteborg,,fk
1951,"Norman, David Robert",1887,Fagersta,Södermanlands län och Västmanlands län,fk
1951,"Norrby, Samuel Johannes",1906,Åkersberga,Stockholms län,ak
1951,"Norup, Bengt Samuel",1896,Norup,Kristianstads län,ak
1951,"Nyberg, Jonas Olaus",1910,Karlskrona,Blekinge län,ak
1951,"Nygren, Erik Wilhelm",1897,,,ak
1951,"Nygren, Hildur Kristina",1896,Stockholm,Gävleborgs län,ak
1951,"Nyhage, Hans Birger",1924,Kinna,Älvsborgs län,ak
1951,"Nyström, Ernst Hjalmar",1908,Kiruna,Västerbottens län och Norrbottens län,fk
1951,"Näsgard, Bernhard",1891,Stockholm,Gävleborgs län,fk
1951,"Näslund, Per Johan",1886,,Västernorrlands län och Jämtlands län,fk
1951,"Odhe, Nils Sigurd",1908,,Skaraborgs län,ak
1951,"Ochlin, Bertil Gotthard",1899,Stockholm,,ak
1951,"Ohlon, Sven Johan Emanuel",1888,Göteborg,,fk
1951,"Ohlsson, Albert William",1895,Simrishamn,Blekinge län och Kristianstads län,fk
1951,"Ohlsson, Olof Ebbe Magnus",1903,Blädinge,Kronobergs län och Hallands län,fk
1951,"Ohlsson, Sigvard Walter",1908,Kastlösa,Kalmar län,ak
1951,"Olofson, Olof Christer",1909,Kristianstad,Västerbottens och Norrbottens län,ak
1951,"Olofsson, Per Olof",1889,,Västernorrlands län och Jämtlands län,fk
1951,"Olofsson, Ake Waldemar",1898,Höganäs,Malmöhus län,ak
1951,"Olsson, Anders",1885,Mora,Kopparbergs län,ak
1951,"Olsson, Carl Petrus",1881,Mellerud,Älvsborgs län,ak
1951,"Olsson, Erik",1906,,Västernorrlands län och Jämtlands län,fk
1951,"Olsson, Ernst Wilhelm",1909,Johannishus,Blekinge län och Kristianstads län,fk
1951,"Olsson, Gunnel",1906,Åkersberga,Stockholms län,ak
1951,"Olsson, Gustav Adolyv",1886,Gävle,Gävleborgs län,ak
1951,"Olsson, Karl Johan",1893,Örebro,Älvsborgs län,fk
1951,"Onsjö, Johannes",1895,,Skaraborgs län,ak
1951,"Orgard, Per Leander",1889,Järvsö,Gävleborgs län,ak
1951,"Osvald, Karl Hugo",1892,Uppsala,Södermanlands län och Västmanlands län,fk
1951,"Palm, Nils Sture",1919,,Stockholms län och Uppsala län,fk
1951,"Palme, Sven Olof Joachim",1927,,Jönköpings län,fk
1951,"Persson, Fritz Josef Hugo",1901,Växjö,Kronobergs län,ak
1951,"Persson, Gröt Viktor Einar",1902,,Kopparbergs län,fk
1951,"Persson, Ivar",1901,Stockholm,Malmöhus län,fk
1951,"Persson, Johan",1895,,Södermanlands län och Västmanlands län,fk
1951,"Persson, Karl Ragnar",1894,,Blekinge län och Kristianstads län,fk
1951,"Persson, Kvickers Olof",1904,Tandö,Kopparbergs län,ak
1951,"Persson, Nils",1901,Svensköp,Malmöhus län,ak
1951,"Persson, Ola Ferdinand",1891,Landafors,,fk
1951,"Persson, Kvickers Olof",1904,Luleå,Västerbottens län och Norrbottens län,fk
1951,"Persson, Per",1884,Norrby,Gävleborgs län,ak
1951,"Persson, Ragnar Valdemar",1898,Vinberg,Kronobergs län och Hallands län,ak
1951,"Persson, Sven Gustaf Folke",1911,Appuna,Östergötlands län,ak
1951,"Persson, Yngve Berner",1905,Hörby,Malmöhus län,fk
1951,"Petersson, Emil",1880,Karlskrona,Blekinge län och Kristianstads län,fk
1951,"Petersson, Gustaf Åke Bertil",1910,Nybro,Södermanlands län och Västmanlands län,fk
1951,"Petterson, Karl Göran",1898,Degerfors,Hallands län,ak
1951,"Pettersson, Axel Georg",1907,Visby,Kalmar län och Gotlands län,fk
1951,"Pettersson, Erik Albert",1889,Ersbacken,Kopparbergs län,ak
1951,"Pettersson, Gunnar",1899,Kungälv,Örebro län,fk
1951,"Pettersson, Harald Anders Ivar",1918,Kvänum,Skaraborgs län,fk
1951,"Pettersson, John Wilhelm",1893,Norregård,Jönköpings län,ak
1951,"Pålsson, Paul Olof",1893,,Västernorrlands län och Jämtlands län,fk
1951,"Quensel, Nils Jakob Eberhard",1894,,,
1951,"Ramberg, Albert",1885,,Värmlands län,fk
1951,"Ranmark, Dagmar",1899,,Värmlands län,fk
1951,"Rask, Karl Artur",1911,,Jönköpings län,ak
1951,"Regnell, Carl Göran",1916,Lund,,ak
1951,"Renlund, Rolf Gunnar",1915,,,
1951,"Renström, Nanny Helena",1903,Kumla,Örebro län,ak
1951,"Rimmerfors, Axel Einar",1900,,,ak
1951,"Rimas, Karl Sigvard Emanuel",1909,,Östergötlands län,ak
1951,"Ringaby, Per-Erik",1916,,Skaraborgs län,ak
1951,"Rosenberg, Nils Ragnar Wiking",1897,,Blekinge län och Kristianstads län,fk
1951,"Rubbestad, Axel Ludvig",1888,Rubbestad,Älvsborgs län,ak
1951,"Rudewall, Folke",1895,,,
1951,"Ryberg, Karl Arthur",1882,Örebro,Örebro län,ak
1951,"Rylander, Axel Olov Edvin",1900,Västerås,Västmanlands län,ak
1951,"Sandberg, Johan Malkolm Valfrid",1888,,Jönköpings län,fk
1951,"Sandberg, Olov Evert",1886,,Västerbottens län,ak
1951,"Sandell, Hulda Maria Wiola",1910,Karlstad,Gävleborgs län,ak
1951,"Sandström, Ragnhild Maria Andrea",1901,,Västerbottens län,ak
1951,"Schmidt, Carl Sixtensson",1894,Göteborg,,ak
1951,"Schött, Lars Erik",1911,Kalmar,Kalmar län och Gotlands län,fk
1951,"Segerstedt-Wiberg, Ingrid",1911,Göteborg,,ak
1951,"Sehlstedt, Ossian Alfons",1904,Eskilstuna,Södermanlands län,ak
1951,"Senander, Knut Erik Waldemar",1889,Göteborg,,ak
1951,"Seth, Torgil Gabriel Alexander",1895,,Jönköpings län,ak
1951,"Setterberg, Karl Einar Sigfrid",1904,,Skaraborgs län,ak
1951,"Severin, Erik Johan",1909,Gävle,Göteborgs län,ak
1951,"Severin, Frans Ferdinand",1889,Stockholm,,ak
1951,"Sjödahl, Hakon Lauritz Edgar",1887,Göteborg,,fk
1951,"Sjölin, Bengt Johan Olof",1886,Trollhättan,Älvsborgs län,ak
1951,"Sjöqvist, Birgitta Kristina",1910,Sunne,Värmlands län,ak
